9.997242	10.061329
9.997243	10.061330
9.997242	10.061329
9.997241	10.061328
9.997244	10.061331
9.997241	10.061328
9.997241	10.061330
9.997242	10.061330
9.997242	10.061328
9.997242	10.061332
9.997241	10.061327
9.997238	10.061327
9.997242	10.061328
9.997242	10.061328
9.997242	10.061331
9.997241	10.061327
9.997242	10.061328
9.997243	10.061331
9.997239	10.061330
9.997242	10.061329
9.997241	10.061331
9.997245	10.061332
9.997240	10.061328
9.997242	10.061329
9.997244	10.061330
9.997240	10.061329
9.997242	10.061328
9.997240	10.061328
9.997241	10.061330
9.997240	10.061328
9.997240	10.061328
9.997242	10.061331
9.997241	10.061329
9.997243	10.061331
9.997243	10.061330
9.997241	10.061330
9.997241	10.061328
9.997242	10.061330
9.997243	10.061327
9.997241	10.061328
12.061099	9.974661
12.061102	9.974665
12.061101	9.974663
12.061099	9.974663
12.061100	9.974665
12.061099	9.974662
12.061100	9.974663
12.061100	9.974663
12.061098	9.974663
12.061101	9.974665
12.061099	9.974664
12.061100	9.974663
12.061100	9.974663
12.061100	9.974663
12.061101	9.974666
12.061101	9.974661
12.061100	9.974665
12.061102	9.974663
12.061098	9.974661
12.061097	9.974660
12.061100	9.974665
12.061102	9.974662
12.061099	9.974663
12.061101	9.974663
12.061100	9.974665
12.061102	9.974665
12.061101	9.974664
12.061101	9.974664
12.061100	9.974665
12.061100	9.974664
12.061102	9.974662
12.061099	9.974662
12.061099	9.974664
12.061100	9.974663
12.061102	9.974663
12.061100	9.974666
12.061100	9.974664
12.061098	9.974664
12.061101	9.974664
12.061100	9.974661
11.195282	11.600286
11.195283	11.600288
11.195282	11.600287
11.195284	11.600289
11.195281	11.600285
11.195285	11.600289
11.195284	11.600288
11.195285	11.600290
11.195282	11.600286
11.195284	11.600288
11.195282	11.600287
11.195283	11.600286
11.195286	11.600289
11.195284	11.600288
11.195284	11.600286
11.195285	11.600290
11.195287	11.600289
11.195285	11.600288
11.195286	11.600288
11.195283	11.600288
11.195282	11.600286
11.195283	11.600287
11.195285	11.600288
11.195284	11.600288
11.195284	11.600286
11.195282	11.600286
11.195283	11.600287
11.195284	11.600286
11.195284	11.600288
11.195282	11.600286
11.195282	11.600286
11.195285	11.600288
11.195286	11.600289
11.195283	11.600286
11.195283	11.600286
11.195285	11.600290
11.195284	11.600288
11.195282	11.600286
11.195285	11.600288
11.195284	11.600287
9.582055	11.870945
9.582054	11.870947
9.582055	11.870945
9.582054	11.870947
9.582054	11.870946
9.582054	11.870947
9.582055	11.870949
11.195285	11.600287
9.582054	11.870946
9.582054	11.870944
9.582054	11.870947
9.582055	11.870946
9.582053	11.870946
9.582055	11.870950
9.582055	11.870947
9.582056	11.870948
9.582053	11.870945
9.582053	11.870944
9.582055	11.870945
9.582056	11.870947
9.582054	11.870946
9.582053	11.870943
9.582055	11.870946
9.582055	11.870944
9.582054	11.870947
9.582054	11.870946
9.582056	11.870948
9.582053	11.870944
9.582054	11.870945
9.582056	11.870947
9.582054	11.870946
9.582055	11.870948
9.582057	11.870948
9.582054	11.870946
9.582054	11.870947
9.582052	11.870945
9.582052	11.870946
9.582052	11.870941
9.582055	11.870944
11.195280	11.600286
8.139519	10.839050
8.139518	10.839046
8.139517	10.839047
8.139516	10.839049
8.139517	10.839046
8.139518	10.839048
8.139517	10.839048
8.139516	10.839046
8.139517	10.839049
8.139517	10.839048
8.139518	10.839050
8.139518	10.839046
8.139518	10.839046
8.139516	10.839046
8.139519	10.839047
8.139518	10.839047
8.139516	10.839049
8.139517	10.839046
8.139517	10.839049
8.139517	10.839050
8.139517	10.839047
8.139518	10.839049
8.139519	10.839048
8.139517	10.839046
8.139515	10.839046
8.139519	10.839048
8.139517	10.839046
8.139520	10.839048
8.139519	10.839048
8.139518	10.839048
8.139517	10.839047
8.139517	10.839049
8.139516	10.839048
8.139517	10.839046
8.139517	10.839047
8.139518	10.839046
8.139518	10.839046
8.139517	10.839047
8.139517	10.839047
8.139516	10.839046
8.095714	9.060018
8.095713	9.060019
8.095713	9.060017
8.095712	9.060016
8.095712	9.060016
8.095715	9.060019
8.095711	9.060016
8.095715	9.060018
8.095714	9.060018
8.095712	9.060019
8.095714	9.060018
8.095714	9.060019
8.095713	9.060017
8.095715	9.060018
8.095714	9.060018
8.095715	9.060018
8.095713	9.060019
8.095715	9.060019
8.095715	9.060018
8.095715	9.060018
8.095715	9.060018
8.095714	9.060019
8.095713	9.060019
8.095715	9.060017
8.095714	9.060017
8.095711	9.060019
8.095713	9.060018
8.095715	9.060018
8.095715	9.060018
8.095711	9.060018
8.095714	9.060017
8.095715	9.060020
8.095714	9.060017
8.095715	9.060019
8.095714	9.060018
8.095715	9.060019
8.095715	9.060018
8.095713	9.060019
8.095715	9.060018
8.095716	9.060020
9.472576	7.983347
9.472578	7.983346
9.472576	7.983346
9.472578	7.983346
9.472579	7.983346
8.095711	9.060015
9.472578	7.983346
9.472577	7.983346
9.472577	7.983346
9.472577	7.983347
9.472577	7.983346
9.472578	7.983347
9.472576	7.983346
9.472577	7.983346
9.472577	7.983347
9.472576	7.983346
9.472576	7.983347
9.472577	7.983346
9.472576	7.983347
9.472578	7.983346
9.472578	7.983346
9.472578	7.983347
9.472578	7.983349
9.472576	7.983346
9.472576	7.983345
9.472580	7.983349
9.472578	7.983346
9.472578	7.983347
9.472578	7.983349
9.472577	7.983347
9.472578	7.983346
9.472579	7.983348
9.472580	7.983348
9.472578	7.983346
9.472577	7.983348
9.472578	7.983346
9.472578	7.983346
9.472576	7.983346
9.472577	7.983347
9.472578	7.983346
11.256511	8.399776
11.256511	8.399778
11.256512	8.399776
11.256512	8.399776
11.256513	8.399776
11.256513	8.399777
11.256512	8.399776
11.256513	8.399777
11.256511	8.399777
11.256513	8.399777
11.256513	8.399777
11.256511	8.399776
11.256511	8.399776
11.256512	8.399776
11.256513	8.399777
11.256510	8.399776
11.256511	8.399776
11.256511	8.399776
11.256512	8.399777
11.256511	8.399776
11.256513	8.399777
11.256513	8.399778
11.256511	8.399776
11.256512	8.399776
11.256509	8.399776
11.256513	8.399777
11.256514	8.399777
11.256514	8.399776
11.256511	8.399776
11.256511	8.399776
11.256511	8.399777
11.256513	8.399778
11.256512	8.399776
11.256512	8.399776
11.256514	8.399777
11.256511	8.399776
11.256512	8.399776
11.256513	8.399778
11.256511	8.399776
11.256513	8.399776
16.390038	9.924501
16.390032	9.924500
